fen,target_ks,target_total,our_total_base,our_ks_base,tier,phase_bucket,split
rn2k2r/pb1q2bp/1p1ppnp1/2p3N1/2P5/2NBPQ2/PP3PPP/R1B2RK1 w kq - 4 12,1.05,1.13,0.456,0.0,target,opening,train
4k3/8/5P2/2bK4/1p1p3P/8/1R6/8 b - - 1 53,1.43,4.48,2.653,0.0,target,adveg,train
8/6pp/p7/1p1kp3/r3b1P1/P1P1R2P/4PK2/8 b - - 1 31,0.0,-5.89,-7.89,0.0,diverse,endgame,train
6k1/7p/2p3p1/p1b4P/1p2r3/5NP1/P1p2P2/2B4K b - - 0 36,0.0,-7.48,-10.882,0.0,diverse,endgame,train
r4bk1/5ppp/2p5/2P5/3q4/P4P2/2Q2P1P/R4K1R b - - 0 24,-1.71,-0.63,-1.715,0.0,target,midgame,train
5k1r/p3bpp1/2q2n2/7p/8/3Q2P1/P5RP/3N2K1 b - - 1 28,-1.98,-6.59,-8.737,-1.98,working,midgame,train
r1b3k1/ppp3p1/3p4/8/1PPNq1pP/5r2/P3N3/R3K1bR w - - 0 24,-5.4,-11.55,-18.979,-5.4,calm,midgame,train
2kr3r/pb1nqppp/1p1ppn2/8/3N4/2PPB3/PP2QPPP/2KR1B1R w - - 0 14,0.0,0.63,0.387,0.0,diverse,opening,train
2kr1b1r/pp2qppp/n1pp1n2/6N1/2PPp3/2N1P3/PPQ1bPPP/R1B2RK1 w - - 0 11,0.0,0.95,-0.632,0.0,diverse,opening,train
rn2k2r/pb1q2bp/1p1ppnp1/2p3N1/2P5/2NBP2Q/PP3PPP/R1B2RK1 b kq - 5 12,1.62,1.4,2.329,1.62,diverse,opening,val
8/6B1/8/5k1K/7P/8/8/8 b - - 2 88,0.0,3.89,10.811,0.0,calm,adveg,train
4k3/1pr2r2/p4R2/P2Pp3/1RP1p2P/8/5K1P/8 w - - 1 34,0.0,2.63,1.835,0.0,calm,endgame,train
r4R2/ppnk3r/3pp2p/8/P7/3P1Q2/1P1B2PP/7K w - - 1 29,1.79,8.18,7.919,0.0,target,endgame,train
8/2k3pr/1p2pp1p/n1bb4/1p3P2/3PP1R1/1B1NK1PP/R7 b - - 4 27,0.0,0.95,-1.38,0.0,calm,endgame,train
1rb4r/1pNk1ppp/p2P4/2p1n3/8/1P4P1/1bP1NPBP/5K1R b - - 3 25,1.89,-6.06,-3.154,1.89,diverse,endgame,train
2k2b1r/ppqrnp2/2p2p2/7p/2N2B2/3B2QP/PP3P1P/R4RK1 b - - 1 16,0.0,3.66,4.813,0.0,diverse,opening,train
8/3Pk3/8/5p2/4p3/3pKPP1/8/8 w - - 0 53,0.0,-0.75,-3.04,0.0,diverse,adveg,train
8/8/pp3ppp/3k4/P5P1/2B4P/3K4/8 w - - 0 49,0.0,2.95,4.132,0.0,calm,adveg,train
8/6pp/p2k4/1p1b4/3Rp1P1/r1P4P/4P3/4K3 w - - 0 35,0.0,-6.28,-8.293,0.0,calm,endgame,train
4r1k1/5p1p/2pP2p1/4P3/3n1P2/6PP/r2N1R2/3K4 w - - 0 31,-2.28,-4.79,-5.181,0.0,target,endgame,train
1r1r2k1/5q1p/3P2pP/1N2pp2/1Q5P/4P3/1B4B1/3K4 b - - 2 36,0.0,0.69,1.551,0.0,diverse,midgame,train
r1b4r/pp1k1ppp/3P4/2pBn3/8/NP4P1/1bP1NP1P/5K1R w - - 9 23,1.42,-5.52,-5.397,0.0,target,endgame,train
rn1qk2r/p2b1p1p/1p1ppnpb/2pP4/Q1P5/2NBPN2/PP3PPP/R1B1K2R w KQkq - 4 9,0.0,0.71,0.924,0.0,diverse,opening,train
8/8/p2p2pp/P1p1k3/2P1r3/2R4P/2K5/8 b - - 5 53,0.0,-3.27,-4.972,0.0,diverse,adveg,train
6k1/p4rp1/P3p3/1p5p/2pP1P2/2nqPQ2/1P6/4R2K w - - 0 39,0.0,-1.88,-3.291,0.0,diverse,midgame,train
1k5r/3n1pp1/4p2p/R1B5/2P5/5b1P/PP3P2/R5K1 b - - 0 32,4.6,3.97,4.134,0.0,target,endgame,train
r4r2/1b1pqpkp/ppn3p1/2p5/2P5/1P2PN2/P2QR1PP/5RK1 b - - 3 18,1.26,-4.69,-3.155,1.26,calm,midgame,val
2r1k3/pp2pp2/3p4/q1pPbb1p/PnB4P/R1N3P1/1P1Q2P1/3K3R b - - 3 20,-2.34,-1.36,-4.722,-2.34,working,midgame,train
8/8/3B4/8/8/p7/K7/3k4 b - - 7 63,0.0,-0.01,8.053,0.0,diverse,adveg,val
1R6/5p2/4n3/P3Pkpp/8/4KP2/6PP/8 w - - 1 44,0.0,6.93,9.372,0.0,diverse,adveg,train
8/p4pk1/n3pN2/8/3P2P1/8/Pr4PP/4RRK1 w - - 0 37,0.0,7.25,11.051,0.0,calm,endgame,train
3Bk3/Q3nb2/2p4p/p1Np1p2/1p6/1P4P1/2P2PBK/3q4 b - - 0 40,1.77,5.1,-3.548,1.77,diverse,midgame,train
r1b3k1/1p3ppp/p7/8/1bnrp2P/q1N3Q1/P4PPN/2R2RK1 w - - 0 21,0.0,-5.51,-8.922,0.0,calm,opening,val
rnb1kb1r/3pqppp/2p5/pPP5/3Q4/4nNP1/1P2PP1P/RN2KB1R w KQkq - 0 10,-1.26,0.29,-2.159,-1.26,working,opening,train
8/ppk2ppp/8/8/8/P2KP1P1/5P1P/8 w - - 1 33,0.0,-0.29,0.282,0.0,calm,adveg,train
8/8/1B6/8/8/p7/K7/2k5 b - - 13 66,1.07,0.0,7.95,0.0,target,adveg,val
3k4/R1p5/6p1/1P2K3/2P1P2r/8/8/8 b - - 4 46,0.0,1.95,3.755,0.0,calm,adveg,train
4q2k/R3n1p1/5r1p/4N3/1p2Q3/1P6/2P2PPP/6K1 b - - 9 48,3.64,5.49,4.062,0.0,target,midgame,train
5rk1/p6p/p5p1/5p1q/P3PQn1/1bN2P2/6P1/4R1K1 b - - 0 27,-1.8,-5.18,-7.408,-1.8,diverse,midgame,train
r1bqkbnr/1p3ppp/p2p4/3QP3/4p3/P7/1PP1BPPP/RNB1K2R w KQkq - 0 10,0.0,1.62,1.898,0.0,diverse,opening,train
r1b1k3/1pqpPp1r/p1n2n1p/6p1/2B5/1PN2N2/P4PPP/R1BQR1K1 w q - 0 16,3.24,9.21,8.938,3.24,working,opening,train
r1bqk2r/pp2bppp/2n2n2/1N1p4/3PpB2/PN6/1PP1BPPP/R2QK2R b KQkq - 7 11,0.0,0.0,-0.05,0.0,diverse,opening,train
8/8/1k2p1pp/p1p2p2/P4P1P/1P1KPP2/8/8 b - - 2 39,0.0,0.0,-0.106,0.0,diverse,adveg,train
8/8/8/8/3B4/p4k2/K7/8 w - - 2 61,1.06,0.0,7.846,0.0,target,adveg,train
5R2/P2k4/8/1P2PP2/2K5/7p/5r2/8 b - - 0 58,3.81,8.28,10.276,0.0,target,adveg,train
8/3b4/4p3/1pB2pp1/pP3kP1/8/1KB5/8 w - - 2 54,0.0,-1.12,-0.109,0.0,calm,adveg,val
6k1/5pp1/7p/p2N1P2/6r1/8/1p3K2/1n2N3 b - - 0 50,0.0,-7.39,-13.006,0.0,diverse,endgame,val
4q2k/6p1/1n5p/4N3/1p3r2/1P2Q3/2P2PPP/R5K1 b - - 3 45,0.0,4.13,3.966,0.0,diverse,midgame,val
2b1k2r/4ppbp/2pp2p1/8/3nPB2/7P/1P3PP1/3K1BNR b k - 0 21,-1.01,-3.2,-1.893,0.0,target,endgame,val
r1bqkb1r/pp3ppp/3P1n2/4p3/2N5/8/PP2BPPP/R1BQ1RK1 w kq - 1 14,1.8,3.68,3.145,1.8,working,opening,val
8/8/1k2p1p1/p1p2p1p/P1K1PP1P/1P3P2/8/8 b - - 0 48,0.0,0.0,-0.324,0.0,crowded_safe,adveg,train
2k5/8/5R2/4P3/P1K2P1p/1P4rP/8/8 b - - 0 51,1.16,5.91,9.637,0.0,target,adveg,train
7k/5Q2/7b/8/1P1r4/P6P/5PP1/6K1 b - - 0 39,5.08,6.65,14.011,0.0,target,endgame,train
8/1k1B2pp/8/4r3/4P3/5P1P/b1K5/4b3 b - - 1 48,0.0,-6.79,-13.452,0.0,calm,endgame,val
6k1/2R2p2/3p2r1/pP5p/B7/P1N2b1P/1P5K/8 w - - 1 34,-2.91,5.5,6.155,0.0,target,endgame,train
1r3k2/4b1pp/1r3p2/p2B3P/P5P1/1PR2N2/5P2/3b2K1 w - - 1 36,0.0,-4.88,-6.859,0.0,calm,endgame,train
q2r2k1/P3Q3/4n1pp/3b1p2/2r1p3/2B1P1P1/1P3P1P/R2R2K1 w - - 0 39,2.16,1.52,-0.356,2.16,working,midgame,val
1rb1kb1r/Qp1n1pp1/3P4/4B1qp/2N1p3/8/PP2BPPP/2R2RK1 w k - 0 20,0.0,3.36,3.348,0.0,diverse,opening,val
1rbq1rk1/pp2bppp/2n2n2/1N1p4/3PpB2/PN6/1PP1BPPP/R2QK2R b KQ - 11 13,0.0,0.0,-0.556,0.0,calm,opening,train
3r4/2k5/5p2/p7/2KpP2p/1P3P1P/P2R2P1/8 w - - 2 38,0.0,3.66,5.443,0.0,calm,adveg,train
4k3/R4p2/1r4np/3p1N2/1p4PP/3PK3/PP3P2/8 b - - 2 45,3.32,4.49,5.646,0.0,target,endgame,train
8/p4k2/1pp5/3r1P2/1q2p1R1/4N3/6P1/2Q2K2 b - - 1 41,2.19,3.49,6.917,2.19,working,midgame,train
1r3rk1/2p5/2p1q1p1/2p3Pp/p6P/P5P1/1PQ1P1K1/3RR3 b - - 2 35,-0.54,0.0,-3.75,-0.54,working,midgame,train
3rk2r/1R2pp2/8/p1Np4/P1nP4/6P1/2P3BP/4R1K1 b k - 2 25,2.28,5.31,7.45,0.0,target,endgame,train
q2r2k1/P1n1Q3/6pp/3bPp2/2r1p3/2B1P1P1/1P3P1P/R2R2K1 w - - 3 38,1.26,2.21,-0.148,1.26,working,midgame,train
5k2/5P2/5K2/p6p/P7/P7/8/8 w - - 0 47,0.0,0.02,2.763,0.0,diverse,adveg,train
2k5/4r3/5p2/8/PK2PP1p/1P5P/3R2P1/8 w - - 3 47,1.1,5.91,8.653,0.0,target,adveg,train
5rk1/pp3pp1/4p1p1/6P1/4B2P/b7/qQP2P2/2KR4 w - - 0 31,-0.81,-4.96,-3.138,-0.81,diverse,midgame,train
3r2k1/1p2prbp/p5p1/P1P3B1/3p4/1qP1QP1P/8/2R2RK1 w - - 0 25,0.0,-2.58,0.255,0.0,calm,midgame,train
r4rk1/3p1ppp/2nPp3/2n5/1PP5/pQ1P1qPP/p4P2/R1N1K1R1 w - - 0 26,-1.26,-5.56,-1.091,-1.26,working,midgame,train
1r4k1/2p1rpp1/Q1Bb3p/P4q1P/1p1P2nR/5NP1/3B1P2/R4K2 b - - 0 31,-2.16,0.07,2.382,-2.16,diverse,opening,train
r2qkb1r/1ppnppp1/8/p2p1b1p/3P1B2/4P3/PPP1BPPP/RN1QK2R w KQkq - 0 8,0.0,0.75,0.233,0.0,calm,opening,train
1r2kb1r/1b4pp/1q1ppn2/pNB5/2P5/P2B1N2/4QPPP/R4RK1 b k - 0 20,1.8,4.3,5.172,1.8,diverse,opening,train
r2qkb1r/pQpnppp1/7p/3p1bB1/3n4/2P5/PP1NPPPP/R3KBNR w KQkq - 0 8,-1.09,0.47,-0.898,0.0,target,opening,train
5k2/R4p2/2P5/6K1/5P2/8/8/7r w - - 1 52,-1.6,3.94,4.609,0.0,target,adveg,val
8/6p1/1pp2pp1/3p1k2/2nP3P/3RBPK1/5P2/7r b - - 4 38,-1.3,-5.19,-6.051,0.0,target,endgame,val
5rk1/1p3ppp/8/p2p4/4n3/2nQPP1P/1qP3P1/4R1K1 b - - 0 27,0.0,-6.99,-11.569,0.0,calm,midgame,train
r3qk1r/1p3pp1/1np3b1/p3BB2/1b1PP1Qp/2N4P/PP3PP1/R4RK1 b - - 2 18,1.62,2.49,3.841,1.62,working,opening,train
5k2/R4p2/2P5/5Kp1/5P1r/8/8/8 w - - 0 51,-1.03,3.85,4.549,0.0,target,adveg,train
8/6p1/2p2pp1/1p1p1k2/2nP1B1P/3R1PK1/5P2/1r6 w - - 0 40,0.0,-4.73,-5.888,0.0,calm,endgame,train
5rk1/1p3ppp/8/p1np4/8/2n1PP1P/1qPQ2P1/4R1K1 b - - 2 28,0.0,-7.11,-11.62,0.0,calm,midgame,train
2R2r2/5k1p/1pn2b2/4pp2/4bN2/2B5/PP2KP1P/2R5 w - - 6 27,1.53,2.83,0.384,0.0,target,endgame,train
q3kb1r/3b3p/r4p2/p2ppN2/P7/5Q1P/1P1B1PP1/1RR3K1 w - - 14 28,3.67,3.8,-0.202,0.0,target,opening,train
2k1q2r/pb1p4/np1B4/2pP4/2PbNQ2/3N4/PP4PP/R4R1K b - - 4 29,1.8,7.34,11.169,1.8,calm,opening,train
r2qkb1r/1ppn1pp1/4p3/p4b2/2pP1B1p/4P2P/PP2BPP1/RN1Q1RK1 w kq - 0 11,0.0,0.55,-0.124,0.0,calm,opening,train
rq3rk1/1b2pp1p/ppn2npb/2p5/2P5/P1N1PN2/1P2BPPP/RQBR2K1 w - - 2 13,0.0,0.43,0.141,0.0,calm,opening,val
8/5p2/5k2/7p/1p5P/1K4P1/8/8 w - - 0 46,0.0,-1.22,-1.053,0.0,diverse,adveg,train
5k2/5p1p/8/p1P3P1/5P1P/1P3K2/R7/4r3 b - - 1 45,-1.15,4.69,5.388,0.0,target,adveg,train
r6k/pp3R2/4p1Rp/2q5/2P5/1P1Pp3/P3Q3/7K b - - 0 32,3.27,10.67,10.308,3.27,diverse,midgame,train
4k2r/2R4p/1pn2b2/4pp2/4bN2/2B5/PP2KP1P/2R5 b k - 3 25,1.62,1.78,-0.506,0.0,target,endgame,train
3r2k1/1pq2pp1/3b1n1p/pP6/P2Q1P2/2B1PbPP/3R1R2/5K2 b - - 8 30,-1.26,-2.29,-2.16,0.0,target,midgame,train
q3kb1r/7p/r1b2p2/p2ppN2/P7/5Q1P/1P1B1PP1/1RR3K1 b - - 13 27,3.19,3.4,-0.202,0.0,target,opening,train
r2qr1k1/1pp2ppp/2n5/p2n4/5B2/2P2N2/P1Q1BPPP/R3K2R w KQ - 0 14,0.0,2.12,2.879,0.0,calm,opening,train
r2q1knr/1p1bppb1/1n4p1/3P2Np/8/p1N5/PPB1QPPP/R1B2RK1 w - - 0 17,1.9,1.31,1.284,0.0,target,opening,val
8/6pp/3kp3/p1p2p2/5P2/1P1KP3/P4P1P/8 b - - 0 31,0.0,0.0,-0.353,0.0,calm,adveg,train
8/8/8/8/8/8/3p3N/1k1K4 w - - 18 94,0.0,0.0,6.59,0.0,diverse,adveg,val
8/n7/8/1p1B4/1P1P2pk/2P5/4KPPP/8 b - - 0 51,0.0,6.54,10.66,0.0,diverse,adveg,train
Q7/6p1/3p2k1/1q1Ppp2/1p6/3P2P1/4BK2/1r6 b - - 9 41,-2.19,-7.24,-7.372,0.0,target,endgame,train
8/4k1p1/1R3b1p/1N3p2/P4P2/7P/1r2B3/6K1 b - - 0 39,1.76,0.11,3.939,0.0,target,endgame,train
2rr2k1/6pp/1p2p3/p1b2p2/5P2/P4P2/1P2NP1P/R2R2K1 b - - 2 27,0.0,-1.59,-1.249,0.0,calm,endgame,train
3nk3/3bqr2/5p2/Q7/p2p1NP1/5RP1/6KP/2R5 b - - 0 35,2.41,3.99,-0.788,0.0,target,midgame,val
rq1k4/3bb1p1/2p1p2p/pP2P3/1np1B3/2N2r2/1P2QPPP/R2R2K1 w - - 0 21,2.22,2.46,1.002,0.0,target,opening,train
r1b1k1nr/1ppp2pp/2n2q2/p4p2/1bPP4/5N1P/PP2BPP1/RNBQ1K1R b kq - 2 9,0.0,1.68,0.294,0.0,calm,opening,train
8/8/8/8/8/3pN3/3K4/1k6 b - - 19 77,0.0,0.0,7.178,0.0,calm,adveg,train
6k1/p6p/6p1/1P6/P1R1p3/4K3/3r2PP/8 b - - 2 34,-2.56,1.98,-0.099,0.0,target,adveg,train
4nr2/1p3k2/2p1Rp1p/2p5/p3R3/2PP4/PP4PP/6K1 b - - 5 28,2.7,4.78,5.415,0.0,target,endgame,val
5k2/2p2ppp/3p4/p7/2r2P2/1R6/4NP1P/q2NK2R b - - 1 29,0.0,-3.6,-3.607,0.0,diverse,endgame,train
4k3/4n3/p3RKp1/5p2/1NpP2p1/2P3b1/PP3r2/1R1Q4 b - - 6 34,-0.57,9.91,6.171,-0.57,calm,midgame,train
rn3rk1/p4pp1/7p/1p5q/4QPbb/PP2PB2/4K2P/1RB4R b - - 8 24,-1.59,-5.28,-0.473,0.0,target,opening,train
1rbq1rk1/p3bpp1/1p2p3/3pP1P1/Pn6/5NP1/1PP1Q3/R1B1KB1R b KQ - 1 17,1.26,1.42,0.88,1.26,working,opening,train
4rrk1/1p3ppp/p1q1bn2/8/3nNb2/3B2PP/PPPB4/3QRK1R w - - 0 19,-1.62,-5.21,-3.211,0.0,target,opening,train
r1bq1rk1/2p3pp/1pnp1n2/p7/PbPPp3/1QN1B2P/1P2BPP1/R4KNR w - - 0 14,0.0,-1.12,-0.623,0.0,calm,opening,train
8/8/4N3/8/8/3p4/3K4/1k6 w - - 26 81,0.0,0.01,7.201,0.0,calm,adveg,train
6k1/p6p/6p1/1P6/P1R1p3/4K3/6rP/8 w - - 0 35,-1.14,1.05,-1.213,0.0,target,adveg,train
7k/2rB4/5pbp/p5p1/3P4/P4R1P/1R3PP1/6K1 b - - 0 37,0.0,5.87,7.526,0.0,calm,endgame,train
1rr3k1/5ppp/3p4/3P4/q1Np2P1/1P5P/P1PQ4/1K3B1b w - - 0 28,-1.07,-4.58,-7.577,0.0,target,midgame,train
rn3knr/1p2qp2/3N2p1/p2p3p/P7/4Q3/1PP1BPPP/R4RK1 w - - 1 17,0.0,1.75,1.639,0.0,diverse,opening,train
r1bq1rk1/1p2ppbp/3p2p1/p7/NnPpnB2/Q4NPP/PP3P2/3RKB1R w K - 2 13,-2.7,-5.01,-4.876,-2.7,working,opening,train
5k2/1b3p2/5p2/p2p1N2/3K4/1PP2PP1/8/8 b - - 1 42,0.0,2.28,1.281,0.0,diverse,adveg,train
7R/8/8/1p6/p1n5/2k5/6r1/K7 w - - 6 62,-5.08,-7.55,-13.371,0.0,target,endgame,train
2r1k1r1/4B2R/8/2P3np/4p3/6P1/5PK1/1R6 w - - 8 49,0.0,2.26,4.688,0.0,diverse,endgame,train
1r4k1/2r2ppp/3N4/3P4/q2p2P1/1P5P/P1PQ4/1K3B1b w - - 1 29,-1.8,-4.96,-10.048,-1.8,working,midgame,val
r4rk1/ppp2pp1/3p1n1p/4p3/q1PnP1bP/P1QPN1P1/1P3PB1/R3K1NR w KQ - 5 17,-1.68,-1.17,-0.592,0.0,target,opening,train
r1b2rk1/1p2bppp/1q2p3/p1ppN3/P2n4/N2P2P1/1PP2PBP/R1B1QRK1 w - - 0 13,0.0,3.57,2.275,0.0,calm,opening,train
8/1p4pp/3k1p2/p4P2/3P4/1P2KP2/7P/8 w - - 2 37,0.0,-1.05,0.257,0.0,diverse,adveg,train
8/pp3k2/8/8/1PK2p2/P7/5N1p/3r4 w - - 0 57,-1.11,-8.38,-7.106,0.0,target,adveg,val
4k1r1/4n2p/Q7/6p1/2P5/7P/PP3PP1/6K1 b - - 0 29,3.4,5.81,12.44,0.0,target,endgame,train
6k1/p5p1/4pr2/qp6/4PPQP/8/6K1/6R1 w - - 0 38,0.12,-1.48,-1.825,0.12,diverse,endgame,train
5r2/6kp/8/q1p2p2/2b1P2P/P2p1P2/5PK1/3R3R b - - 1 32,0.0,-8.25,-16.712,0.0,calm,endgame,val
6k1/1p2pp1p/p1n5/P3P2p/3P2q1/2B3r1/1P1RQ3/1K6 b - - 0 40,-1.29,-4.0,-4.54,-1.29,diverse,midgame,train
r2q1rk1/5ppp/1p2p3/pNb5/Q7/P1n1PP2/1P3P1P/R2R2K1 w - - 0 21,-3.07,-0.06,-5.439,0.0,target,midgame,train
3r2k1/1p3pp1/2p1n1p1/q1b1P3/p1Pr4/P4PB1/3pQ1PP/1N1R1RK1 w - - 1 26,0.0,-4.1,-1.648,0.0,calm,opening,val
4r1k1/2p1qpb1/p2p2pp/2n5/P1P2nbP/2N1P3/1r2NP2/2RQKB1R w K - 0 22,-3.78,-7.57,-9.609,-3.78,diverse,opening,train
r1bq1rk1/1p2ppbp/n2p1np1/p7/N1PpPB2/1Q3NPP/PP3P2/3RKB1R b K - 1 11,0.0,-2.6,0.146,0.0,calm,opening,train
8/5k2/5p2/5K2/1n6/8/8/8 b - - 3 57,0.0,-3.23,-9.705,0.0,calm,adveg,val
4k3/4n2p/Q5r1/6p1/2P5/7P/PP3PP1/6K1 w - - 1 30,1.83,5.97,11.756,0.0,target,endgame,train
1rq3k1/5ppp/p7/2p1p3/2P1P2b/2N2P2/P2Q3P/K2R4 b - - 4 30,-1.07,-1.67,-0.708,0.0,target,midgame,train
2rr3k/1q5B/4p3/4P2Q/2p4P/p1b2RP1/P3PP2/3b1K2 b - - 0 32,2.88,-5.95,-5.978,2.88,working,midgame,train
5rk1/1p3p1p/p3p1pP/2bqP3/b2r4/4QPP1/R7/4N1KR w - - 5 32,1.98,-8.09,-5.726,1.98,diverse,midgame,train
2r1k2r/pp1b2p1/2nQp2p/1q3pB1/8/1NP5/PP3PPP/R4RK1 w k - 0 16,1.62,0.93,1.994,1.62,diverse,opening,val
r4rk1/pppq1pp1/3p1n1p/4p3/2PnP1bP/P1QPN1P1/1P3PB1/R3K1NR b KQ - 4 16,-1.07,-1.7,-0.666,0.0,target,opening,val
3q1rk1/2pb1pb1/p2p2pp/2n4n/2P2P1P/2N1P3/Pr2NPB1/2RQK2R b K - 0 18,-1.38,-5.85,-5.557,0.0,target,opening,train
8/5pp1/8/7p/1p1kPP1P/6P1/2K5/8 w - - 2 41,0.0,-1.78,-0.345,0.0,calm,adveg,train
8/5pk1/8/5K2/1n6/8/8/8 b - - 7 55,0.0,-3.32,-9.605,0.0,calm,adveg,train
3b2k1/5pp1/3p3p/3Np3/4P3/3r1PPP/6K1/8 b - - 0 45,0.0,-6.35,-10.396,0.0,calm,adveg,train
8/8/p1n1p1kr/2bpP3/P1p5/2P3K1/7P/4R3 b - - 3 37,0.0,-8.2,-12.654,0.0,calm,endgame,train
8/5q1k/p1Q4p/1p6/2p5/P7/1Pr2r2/KR6 w - - 0 46,0.0,-6.75,-9.467,0.0,calm,midgame,val
1rq3k1/5ppp/p7/2p1p1b1/N1P1P3/5P2/P3Q2P/K2R4 w - - 9 33,-1.38,-2.14,-1.528,0.0,target,midgame,train
5rk1/3p1p1p/1p1pr1b1/6Q1/1PqB1P2/4P3/1R4PP/4R1K1 b - - 7 31,2.16,2.35,3.793,2.16,working,midgame,train
8/7p/3kp1p1/p1p2p2/2K2P2/1P2P3/P4P1P/8 b - - 1 32,0.0,0.0,-0.584,0.0,crowded_safe,adveg,train
6R1/4k3/8/P1K1pP2/7P/8/1p6/8 w - - 0 47,0.0,7.27,13.042,0.0,calm,adveg,train
8/3r1kpp/2p2pb1/1p6/6P1/PR6/1KP5/8 w - - 0 39,0.0,-6.03,-9.601,0.0,diverse,endgame,train
r7/P3k3/6pp/1N3p2/R4P1P/4b3/6K1/8 b - - 6 60,0.0,0.63,0.638,0.0,calm,endgame,train
7R/3p1p2/p4kp1/2p5/q1P1nNP1/8/P4P2/3R1K2 w - - 3 30,-1.33,-1.82,-1.841,0.0,target,endgame,train
Q1bk3r/2p1n3/pp3R1p/3P4/4N3/2P4P/PP4P1/6K1 b - - 0 33,0.0,10.22,14.557,0.0,calm,endgame,train
2Rq2k1/5p2/rp1p3p/3Nn1pB/3QP3/P6P/5PP1/6K1 b - - 1 33,12.55,8.27,-0.355,0.0,target,midgame,val
2r3k1/3p1p1p/1p1prBb1/6Q1/1Pq2P2/4P3/5RPP/4R1K1 w - - 4 30,2.16,2.82,2.068,2.16,working,midgame,train
r1r3k1/5pbp/p5p1/1PQ2b2/6q1/2P1B3/P2N1P2/K2RR3 w - - 3 32,-3.28,-4.29,-0.578,0.0,target,opening,train
r2qkbnr/1b3p2/6p1/3pP3/p6p/6P1/PPP2PBP/R1BQK2R w KQkq - 0 13,-2.02,-2.45,-3.015,0.0,target,opening,train
r4rk1/pp2ppbp/2n1bnp1/3q2N1/3P1B2/1PQ1PP2/2P1B1PP/R3K2R b KQ - 0 15,0.0,-3.5,-3.518,0.0,calm,opening,train
r1bqkb1r/1p3pp1/p1n1pn1p/2p5/3pP3/NQPP1N2/PP2BPPP/R1B1R1K1 b kq - 5 9,0.0,-0.61,0.184,0.0,calm,opening,train
8/8/1k2p1p1/p1p1Pp1p/P4P1P/1P1K1P2/8/8 b - - 2 50,0.0,0.0,-0.396,0.0,diverse,adveg,train
8/8/8/P4Kp1/4B3/7k/1p6/8 w - - 0 64,0.0,3.95,7.821,0.0,diverse,adveg,val
8/7p/2p1k2P/1P3r2/p2B4/4P3/4K3/8 b - - 0 44,0.0,-2.41,-3.923,0.0,calm,adveg,val
6k1/1p3ppp/2p3b1/r3P3/8/P5P1/2P5/3K2R1 w - - 0 33,-2.38,-5.9,-7.611,0.0,target,endgame,val
2r5/3b2kp/Pp4p1/3p4/4p2R/1p1N1P2/6P1/5K2 b - - 1 44,0.0,-4.92,-10.044,0.0,calm,endgame,train
3r2k1/5ppp/p7/P1p3P1/4r2P/2Rn2B1/8/1R5K b - - 1 44,0.0,-2.7,-2.973,0.0,diverse,endgame,val
2r2k2/1bqp1p1p/1p1prB2/p4p2/2P2P2/PP1QP3/6PP/R4RK1 w - - 1 21,1.08,0.45,1.522,0.0,target,midgame,train
2r3k1/1p1b1ppp/1q2p3/2b1P3/7P/2BB1NP1/4rP2/1R3K1R w - - 0 28,0.0,-3.69,-5.238,0.0,calm,midgame,train
r2r2k1/1b2qppp/4p3/p3bn2/P1PP2R1/1pPQP2P/N5P1/R3B1K1 w - - 0 26,-1.85,-5.94,-4.04,0.0,target,opening,train
2krr3/1ppq1pp1/p1nbbn1p/3p4/3N4/2NPB1PP/PPP1QPB1/2KR3R w - - 12 13,0.0,0.33,-0.145,0.0,calm,opening,train
8/b1r3pp/p3kp2/p3p3/2P1P3/1K4P1/4R2P/4N3 w - - 1 38,-1.26,-3.17,-4.941,0.0,target,endgame,train
R5n1/1BR1ppr1/3pk2p/P5p1/8/4P3/5PPP/6K1 w - - 2 33,2.0,8.17,10.479,0.0,target,endgame,train
2r3k1/3p1p1p/1p1prB2/5Q2/1Pq1bP2/4P3/5RPP/4R1K1 w - - 2 29,3.24,1.83,3.426,3.24,working,midgame,train
7r/p3k1pp/P1b2r2/2bp4/2n3B1/2P3PP/Rp3P1R/1N3K2 b - - 2 29,0.0,-6.8,-5.843,0.0,calm,midgame,train
8/6pp/5p2/pp1k1P2/3P3P/1P3P2/3K4/8 w - - 2 39,0.0,-2.13,-0.916,0.0,calm,adveg,train
8/pp6/8/P6P/8/8/r7/4K1k1 w - - 1 71,-1.59,-5.77,-10.553,0.0,target,adveg,train
8/1B6/1p6/1P2kp2/8/4P1p1/2r5/5K2 b - - 1 60,-2.06,-5.62,-7.079,0.0,target,adveg,train
r3r1k1/1R2n2p/2p3pB/4N3/p2P4/8/PP3PPP/R5K1 w - - 1 30,0.0,7.09,8.679,0.0,diverse,endgame,train
3rk2r/4qpp1/p1nb4/1p3Q1p/2Bp4/4P3/PP3PPP/R1BR2K1 w k - 0 19,0.0,0.76,1.372,0.0,calm,opening,val
r3k1r1/pp1bpp2/3p4/q1pP1P1p/PnBb3P/R1N3N1/1PPQ1PP1/4K2R b Kq - 6 14,0.0,-0.17,0.117,0.0,calm,opening,train
2bqk1nR/p2p1pb1/nr2p1p1/2pP4/1pP1N3/6P1/PP2PP2/R1BQKBN1 b Q - 0 11,3.13,0.9,0.682,0.0,target,opening,val
