fen,phase_score,is_endgame,status,result_white,our_total,sf_static_cp,pieces,capture_gains,passed_pawn_support,latent_threat,central,imbalance_white,imbalance_black,pair_bonus,piece_value_boost
8/8/5p2/pk2p1p1/3bP1P1/1r6/2RK2P1/8 b - - 13 66,101,1,black_winning,0.0,10880,-540,7615,0,195,0,0,0,0,0,1820
4rrk1/3b1pbp/pp3np1/3P4/1nB1pP1N/1PN1P1P1/1P1B3P/R4RK1 w - - 0 18,42,0,near_equal,0.0,-2217,-39,-1187,-834,300,0,-100,0,0,0,-396
2r1kb1r/pp3ppp/3pb3/2N5/7P/P1B5/1P2PPP1/2KR1B1R b k - 0 20,58,0,near_equal,1.0,-435,48,-3641,3250,0,75,-119,0,0,0,0
r1r3k1/3qb1Pp/p1b1pp2/1pP1p3/PP2P3/2NBQ2R/5PP1/1R2K3 w - - 1 25,21,0,white_winning,1.0,1771,225,-1406,2097,900,-169,49,0,0,300,0
1rbq1k1r/5ppp/n3pb2/3p4/Q2P4/P4NP1/1P2BP1P/R1B2RK1 b - - 0 21,10,0,white_winning,1.0,-1099,256,-1345,0,0,0,246,0,0,0,0
rn3rk1/1bp3p1/pp1qp2p/5p2/3P1n1P/2PB1N2/PP1Q1P2/2KR2NR w - - 0 16,10,0,near_equal,0.5,1789,-128,1185,0,0,0,400,0,0,0,204
r3k2r/1pq1ppb1/2ppbn1p/p5pn/P1PP1B2/1Q1BPN2/1P1N1PPP/R1R3K1 w kq - 0 15,0,0,near_equal,0.0,3120,-44,-651,3450,0,75,-400,0,0,0,646
r3kb1r/5ppp/p1b1pn2/q1p5/p1QP4/2N1PN2/P1PB1PPP/1R2K2R b Kkq - 1 13,10,0,near_equal,0.5,-1310,17,-1010,0,0,0,-400,0,0,100,0
r2qkb1r/1p1b1pp1/p1pp1nn1/3Pp1N1/P3P3/2NQB2p/1PP1BPPP/R3R1K1 b kq - 2 13,0,0,near_equal,1.0,-1905,0,-1343,-200,0,75,-400,0,0,0,-37
4kb1r/B2bpppB/1p1p4/3P2N1/Pq6/5Q1P/1n3PP1/2r1R1K1 w k - 0 19,21,0,near_equal,1.0,40,0,5445,-4961,0,-94,-350,0,0,0,0
8/3k4/p1r4p/b6P/7R/P3B3/1r6/3K4 w - - 2 38,85,1,black_winning,0.0,8690,-410,6174,0,0,0,0,0,0,0,1821
rn2kb1r/pp1b1ppp/4p3/q7/1n1N4/1PBBP3/P2Q1PPP/RN2K2R b KQkq - 0 12,0,0,near_equal,0.5,-920,42,-720,200,0,0,-400,0,0,0,0
1b1rb1r1/p3kp2/1p1N2pp/4P3/3R4/1P2P1P1/6BP/R5K1 b - - 4 30,64,0,near_equal,1.0,-3669,16,-512,800,0,-1194,-300,-2763,0,300,0
2rq1k1r/5pp1/1p2bn2/p2p4/P4Q1p/1P2PN1P/3NBPP1/n4RK1 w - - 0 25,21,0,black_winning,0.0,1436,-288,5673,-4310,0,0,73,0,0,0,0
2r4r/4nk2/1P1Bpbpp/8/P2PB3/5P2/6PP/R2R2K1 w - - 1 42,64,0,white_winning,1.0,-7040,527,-5391,0,-190,0,-174,0,0,-300,-985
6k1/3n1p2/p1b2Pp1/7p/1nPN4/1P2K1P1/7P/3B4 b - - 1 34,101,1,black_winning,0.0,5962,-307,2436,1025,225,0,0,0,0,200,1271
r1b1k2r/1p1p1ppp/p3p3/2b5/P3P3/1BN2q2/1PPQ1P2/R1B2RK1 b kq - 1 17,16,0,near_equal,0.5,-414,-80,-271,0,0,257,-400,0,0,0,0
4r3/1RBqpp1k/3p2p1/2pP2np/2Q5/P2PP3/3K4/5R1B w - - 11 46,37,0,white_winning,1.0,-10096,475,-6245,0,-45,-75,-300,-1581,0,-300,-1550
4k1r1/4np1p/2b2p2/ppQpp3/1P1P3P/q3PBP1/3N1P2/4K2R w - - 0 26,42,0,near_equal,0.5,1272,60,418,1000,0,-257,111,0,0,0,0
r4k1r/3n1pp1/bp2p3/p1p4B/P1P1Nq2/B7/6PP/R1RQ2K1 w - - 0 24,16,0,white_winning,1.0,-793,247,-979,0,0,101,385,0,0,-300,0
r2qk1nr/pp1bb1pp/n1pp4/5pN1/P1PPp2P/2N1P3/1P1QBPP1/R1B1K2R w KQkq - 1 13,0,0,near_equal,0.0,-1391,80,-991,0,0,0,-400,0,0,0,0
r1bqkb1r/pp3pp1/4pn1p/1Nnp4/8/4PN1P/PPQP1PP1/R1B1KB1R w KQkq - 2 9,0,0,near_equal,0.5,231,91,-169,0,0,0,400,0,0,0,0
2kr3r/ppp2p2/4pp1p/2n5/3P4/P2BP3/1P4PP/R4RK1 w - - 0 17,74,1,near_equal,0.0,-4332,-29,237,-3250,0,0,0,0,0,0,-779
2kr3r/pp2p1b1/1n2b1p1/2q2p1p/2p2P1P/2N1PB2/PPQN1P2/2R1K1R1 b - - 1 18,10,0,near_equal,0.0,858,-144,1372,-1030,0,16,400,0,0,100,0
r4rk1/p1q1p1bp/1npppnp1/8/3PP3/2NQ1B1P/1PP2PP1/R1B1R1K1 b - - 5 15,10,0,white_winning,1.0,-1689,152,-1149,0,0,0,-400,0,0,-100,-40
r1bqkb1r/1p3pp1/4pn1p/pNnp4/P1N2B2/2P3P1/1P2PP1P/R2QKB1R b KQkq - 1 11,0,0,near_equal,0.5,3700,69,-255,3250,0,0,85,0,0,0,620
5rk1/1p3ppp/8/3p4/4p1P1/1br5/3R3P/3BR1K1 b - - 3 30,74,1,black_winning,0.0,7722,-470,6600,0,-986,0,0,0,0,0,1271
r3k2r/6p1/p1p1Pp2/2p4p/q1P3P1/P2P2b1/1B2Q1P1/1R3RK1 b kq - 0 23,32,0,near_equal,0.5,-1205,137,-828,0,375,-452,-300,0,0,0,0
2rqk1nr/1p3ppp/3p4/1N2p3/1PPpP3/2PQ4/5PPP/1R2K2R b Kk - 2 17,32,0,near_equal,1.0,-346,81,-325,0,0,0,-21,0,0,0,0
8/7R/2n1k3/2r3B1/8/2P2K1P/2P5/8 w - - 3 62,96,1,white_winning,0.5,-6785,159,-4216,0,0,0,0,0,0,0,-1364
6kr/1p3ppp/4p3/1PB1n3/r2p2n1/PN1P2P1/4P2P/R3K2R b KQ - 1 20,64,0,near_equal,1.0,894,121,194,0,0,226,274,0,0,200,0
5kr1/4np1p/2b2p2/qpQpp3/3P3P/4P1P1/3N1P2/3BK2R w - - 2 28,42,0,near_equal,0.5,995,4,980,0,-210,-75,300,0,0,0,0
2r5/4kp2/p3p1p1/P6p/RrN5/2b1P3/5PPP/5RK1 w - - 3 30,74,1,black_winning,0.0,955,-174,955,0,0,0,0,0,0,0,0
2r3k1/pp3pbp/2r1p3/3p1p2/P4Bn1/2P1PPP1/1P5P/R2R1BK1 b - - 0 22,64,0,near_equal,0.5,-479,26,-376,0,0,0,197,0,0,-300,0
r1b1k1nr/1p2ppbp/nqpp2p1/p7/P1P5/2NP2PP/1P2PPB1/R1BQK1NR w KQkq - 1 8,0,0,near_equal,0.0,-483,-32,-83,0,0,0,-400,0,0,0,0
3qkb1r/pp1bpppp/1nrp1n2/8/2P1P3/5NP1/PPQ2P1P/RNB1KB1R w KQk - 0 9,0,0,near_equal,0.0,318,28,718,0,0,0,-400,0,0,0,0
r2r2k1/pp2bppp/2b1pn2/q1p1B3/P3P3/2P3PN/1P2QPBP/R4RK1 w - - 1 16,10,0,near_equal,1.0,1308,13,263,1045,0,0,0,0,0,0,0
3r4/5k2/1p1b3p/pP2pp2/3Pp1pP/1P2P1P1/RN3PK1/7r w - - 0 36,85,1,near_equal,0.5,3679,-95,7667,-5000,0,0,0,0,0,0,72
4k3/rp2bp1r/2p3n1/7p/1n1B1PbP/4P1P1/3N4/4KBNR w K - 0 23,53,0,black_winning,0.5,539,-464,5740,-5000,0,-116,-85,0,0,0,0
4k3/pp2pp2/n1r5/2p1PN2/3Pp1p1/2P1P1P1/PP4KP/5R2 b - - 1 25,96,1,white_winning,1.0,-3248,182,-2200,0,0,0,0,0,0,0,-353
2r1kb1r/B2bpppB/1p1p4/3P2N1/Pq6/5Q1P/1n3PP1/2R1R1K1 b k - 1 18,10,0,white_winning,1.0,-704,213,-217,39,0,-126,-400,0,0,0,0
2b5/3k3r/pr1p3P/2p1p3/2P1PbR1/3P4/RP3P2/3B1K2 b - - 1 34,69,1,black_winning,0.0,6236,-387,1599,2065,750,0,0,0,0,300,782
1r2k3/pr3n2/6R1/1ppNp1P1/3bP1B1/6P1/P4P2/3R2K1 b - - 3 43,64,0,white_winning,1.0,-2421,257,-1521,0,-150,-289,-132,0,0,0,-329
r2r3k/1ppbqBpp/p4n2/4b2P/Pn5R/1QN2NP1/1P3P2/R1B2K2 w - - 1 18,0,0,white_winning,0.0,-4211,155,13,-3250,0,-337,7,0,0,0,-644
R7/6k1/5r2/P1P2p2/5Rp1/3KP3/6P1/8 b - - 1 56,96,1,white_winning,1.0,-14265,616,-9629,0,-20,0,0,0,0,0,-2692
1k1r3r/pb3p2/2pbp3/5p1p/Pp5P/1P2PN2/3P1PP1/3NKB1R b - - 1 23,69,1,black_winning,0.0,3277,-314,2275,0,0,0,0,0,0,100,407
2br1k1r/3n1pp1/1p1Np3/p1p5/P1P5/5B2/1B4PP/R1R3K1 b - - 4 27,58,0,white_winning,1.0,-1569,357,-1089,0,0,0,-180,0,0,-300,0
2Q2b1r/1p3kp1/p4n2/3np1B1/PqB5/7p/1PP2PPP/3RR1K1 b - - 6 25,26,0,white_winning,1.0,-4806,472,-5581,1045,0,0,264,0,0,-100,-434
1k1r4/1bp5/p7/1p1n1P2/3P4/2PQ2Nq/P4P2/1K1R3B b - - 3 34,42,0,near_equal,1.0,-3313,57,-2555,0,200,0,-300,0,0,0,-658
4r1k1/2B1b2p/1nn1Pp2/pqp2Pp1/1p1p2R1/3P1N1P/BPP1Q3/7K b - - 1 29,32,0,near_equal,1.0,44,80,130,0,500,-377,-109,0,0,-100,0
2r1k2r/p2p1pp1/1p2pn2/1N5p/1PP5/P2Bb3/3QNPbq/R3K1R1 w Qk - 0 17,10,0,black_winning,0.5,1371,-187,5073,-4465,263,0,400,0,0,100,0
8/r3k3/4P1B1/b2R2NP/8/1p3K2/1P6/8 b - - 2 42,90,1,white_winning,1.0,-12424,458,-9082,0,-30,0,0,0,0,0,-1966
5rk1/1r3ppp/p1N1P3/8/1p6/1R6/1PP1R1PP/2b3K1 b - - 2 30,74,1,near_equal,0.5,-1216,17,-36,-1180,0,0,0,0,0,0,0
r1bqk2r/ppp2ppp/5b2/1P1nn3/8/P2pP1P1/R4P1P/1NBQKBNR w Kkq - 0 11,0,0,black_winning,0.5,103,-227,1948,-1652,-852,259,400,0,0,0,0
7r/8/4k3/5p2/4PP2/5K2/2R4P/8 b - - 0 41,106,1,white_winning,1.0,-5042,215,-2837,0,0,0,0,0,0,0,-1000
1r5r/1PQ2pk1/4p1q1/p2pP1pp/2pB4/8/P5PP/2RR3K b - - 6 33,37,0,white_winning,1.0,-3862,329,-2561,0,-296,204,-143,-708,0,0,-358
1n3k1r/rp1b1ppp/pq2pn2/1Pp1b3/Q1Pp1P2/P2P2P1/3BP1BP/RN2K2R w KQ - 0 13,5,0,near_equal,1.0,2676,-62,4174,-2450,0,192,400,0,0,200,160
5r2/1k4p1/2p4p/p1Pb1p2/5N2/P2R4/5PPP/3R2K1 w - - 2 29,85,1,white_winning,1.0,-9068,627,-5145,-1200,0,0,0,0,0,0,-1983
1r5r/4kp2/p3p1p1/P6p/2N5/2b1P3/R4PPP/5RK1 b - - 0 28,74,1,near_equal,0.0,885,-76,885,0,0,0,0,0,0,0,0
r2r2k1/pp3p1p/4p1p1/4P3/2p1PQ2/1qP3P1/1P3RBP/7K b - - 0 28,48,0,black_winning,1.0,1438,-264,3267,-1023,0,-506,-300,0,0,0,0
2r1k2r/1p3p2/2bqpnpp/3p4/Pp1P3P/1Q1BPN2/1P3PP1/R4K1R w k - 0 20,21,0,near_equal,0.5,-133,52,-558,0,0,75,350,0,0,0,0
r3kb1r/3qpppp/p1p5/2pp1b2/2P2Pn1/1PN1PN2/PB1PQ1PP/R3K2R w KQkq - 2 11,10,0,near_equal,0.5,-630,147,-346,0,0,0,-384,0,0,100,0
1r4k1/2R3pp/5p2/8/3rP1BP/1b4P1/1n3PK1/3r3R w - - 0 34,58,0,near_equal,0.0,11158,-128,8362,-448,0,-399,62,0,1923,0,1658
r2qk2r/pp3ppp/4b3/2b5/4pB2/6P1/PP1Q1P1P/RN2K1NR w KQkq - 0 14,16,0,white_winning,1.0,-743,233,-1438,0,0,195,400,0,0,100,0
7r/8/8/2k5/2P1R3/2P5/3K4/8 b - - 24 100,106,1,near_equal,0.5,-5253,-8,-3296,0,300,0,0,0,0,0,-1052
2rr2k1/3qb1pp/p1b1pp2/1pP1p2P/PP2P3/2NBQ2R/5PP1/1R2K3 w - - 0 23,21,0,near_equal,1.0,1550,32,375,0,600,-75,350,0,0,300,0
1r3b1r/1pNb1kp1/4pp1p/p2p3n/P2P4/4N1P1/1P2PPBP/3R1K1R b - - 2 22,53,0,near_equal,0.5,450,-92,-584,1084,0,0,-150,0,0,100,0
r2q1k2/1p2n3/p2B1p2/8/1Q4b1/8/3K1PP1/3R1BN1 w - - 1 28,37,0,white_winning,1.0,-5718,366,-386,-3450,0,51,-126,0,0,-300,-1507
r3kbnr/pp1b2pp/n1pp4/q4pN1/2PPp2P/P1N1P3/1P1QBPP1/R1B1K2R b KQkq - 3 11,0,0,near_equal,0.0,-1257,132,-857,0,0,0,-400,0,0,0,0
4r1k1/4b2p/1nn1Pp2/pqpp1Pp1/1p3B2/3P1N1P/BPP1Q3/6RK w - - 0 28,32,0,white_winning,1.0,868,177,535,0,500,-217,150,0,0,-100,0
rnbk4/1pq4p/p3p3/5p2/2p2p2/P5P1/QPP2P1P/RN1B2K1 w - - 1 22,42,0,near_equal,0.5,1413,1,706,0,0,407,300,0,0,0,0
2r5/5p2/4pkp1/p3N2p/1b3P2/4P3/1R3KPP/8 b - - 3 35,96,1,black_winning,0.0,4011,-194,2430,0,15,0,0,0,0,0,471
q2r1k1r/4np2/3Bpbpp/2P5/2QP4/P4P2/2B3PP/R2R2K1 b - - 8 35,21,0,white_winning,1.0,-4237,214,-3478,0,380,0,-350,0,0,-300,-489
r3k2r/1p5p/p1p1qp2/P1R5/8/1p2P1P1/5PBP/3Q1RK1 w kq - 0 23,37,0,white_winning,1.0,-4247,548,-3090,0,-125,-127,-300,0,0,0,-605
r2qk1nr/1p3ppp/3p4/pN2p3/1PPpP3/P1P5/5PPP/1R1QK2R b Kkq - 0 15,32,0,near_equal,1.0,-899,76,96,-1000,0,0,5,0,0,0,0
2rqkb1r/pp1bpp1p/1n3np1/1B1P4/5B2/2N2N2/PP3PPP/R2QK2R w KQk - 11 13,0,0,near_equal,0.0,-649,21,-249,0,0,0,-400,0,0,0,0
8/8/8/2B1pk2/R7/P4PK1/1r2r3/8 w - - 1 53,90,1,black_winning,0.0,-250,-193,-250,0,0,0,0,0,0,0,0
6R1/rpk1p3/p4pN1/2bp3B/4P3/3P4/P4PPP/6K1 w - - 0 24,90,1,white_winning,1.0,-8402,416,-4940,-1000,0,0,0,0,0,0,-1767
r1b1k1nr/1pqp1pp1/p1N1p2p/8/4P2P/2P1BQ2/P1P2PP1/R3KB1R b KQkq - 0 10,16,0,near_equal,1.0,-1439,54,-3704,3250,0,-285,-400,0,0,-300,0
8/6k1/P3B1pp/8/3R1P1P/P5P1/2q5/5K2 b - - 0 40,90,1,near_equal,0.5,-4749,-2,-2880,0,0,0,0,0,0,0,-569
3r4/5k2/R1p1rp2/1PP3p1/P2P4/4PR2/3K2P1/8 w - - 1 45,85,1,white_winning,1.0,-7397,561,-3991,-1000,-83,0,0,0,0,0,-1428
3r4/1Pr2k2/P3p3/3nP1pp/4B3/5P2/5KPP/1R1R4 w - - 0 49,74,1,white_winning,1.0,-9886,639,-6774,0,550,0,0,0,0,0,-1017
3rk2r/p2b1pp1/1p2p2p/4b3/1q2NP2/1P1Q2P1/4P1BP/2RR2K1 b k - 0 20,21,0,near_equal,1.0,836,71,1028,0,0,-142,-350,0,0,300,0
q2r1k1r/4npb1/3Bp1pp/2P5/B1QP4/P4P2/6PP/1R1R2K1 w - - 5 34,21,0,white_winning,1.0,-4554,416,-3675,0,260,0,-350,0,0,-300,-489
r2N2k1/1q2pr1p/1np2npb/B3p3/8/3Q1B1P/1PP2PP1/R3R1K1 b - - 1 22,10,0,white_winning,1.0,-789,429,-1089,0,0,0,400,0,0,-100,0
1r2kb2/pp6/2pqNppp/P2Pn3/6PP/3P4/5PQ1/R4K1R b - - 3 22,37,0,white_winning,1.0,-1346,191,-2214,1000,0,75,-207,0,0,0,0
8/8/4qnk1/1pR5/p2Q4/P4PPp/1P3K1P/8 b - - 0 40,69,1,white_winning,1.0,-8698,527,-5358,-1135,0,0,0,0,0,0,-1110
1q3k1r/5p1p/6p1/2R4n/PpB1P3/1P2QP2/1Pn3Kb/R1B5 w - - 1 36,26,0,white_winning,0.0,1038,189,-900,0,-30,48,-350,0,2370,-100,0
6k1/1R5p/5p2/3p2p1/4p1P1/8/r6P/6K1 b - - 4 40,106,1,black_winning,0.0,8214,-464,5516,0,330,0,0,0,0,0,1363
1r1qkb2/ppp3p1/2n2ppB/P2p4/2npP1PP/1N1B1Q2/1PP2P2/R3K2R b KQ - 0 16,21,0,white_winning,1.0,-1524,249,-5378,3465,0,139,350,0,0,-100,0
r1br2k1/1pp1qppp/p1nbpn2/7P/P1BP3R/2N1PNP1/1P3P2/R1BQK3 b Q - 2 11,0,0,near_equal,0.0,-278,-55,197,0,0,-75,-400,0,0,0,0
r1b1k2r/b5pp/p1n2n2/3B4/1p3N2/3Q3P/PPP2qP1/R1BK3R b kq - 0 19,5,0,black_winning,0.0,2899,-170,1995,200,0,-183,192,0,0,200,495
r1bqk2r/pp2ppbp/2n2np1/2pp4/P7/2PP1NP1/1P1NPPBP/R1BQK2R b KQkq - 4 7,0,0,near_equal,0.5,228,-27,-172,0,0,0,400,0,0,0,0
6k1/1pq5/p7/4pb1p/P1P2p2/1P3R1P/3Q1R2/3r1BK1 b - - 0 47,42,0,white_winning,0.0,1300,197,-3858,5000,-746,660,244,0,0,0,0
r3k2r/1pq1n1b1/p5p1/2pPpp1p/P3P3/2N1B3/1P2QPPP/3R1RK1 b kq - 1 20,21,0,white_winning,0.5,-799,226,-1124,0,600,75,-350,0,0,0,0
2r3k1/p4ppp/4p3/P2qb3/2r5/2P1P2P/1BQ2PP1/R1R3K1 w - - 1 28,32,0,near_equal,1.0,679,-2,-858,1172,0,65,300,0,0,0,0
r1n1k3/1p6/p3p1p1/2B3P1/3P1p2/8/PP1KN1nR/8 w q - 0 33,85,1,white_winning,0.5,-3457,211,1077,-3250,0,0,0,0,0,200,-884
1n3bk1/pr3p2/6p1/1rpPP1p1/2N4P/1pRN4/1P6/R6K w - - 0 54,64,0,near_equal,1.0,-89,96,1265,-1000,180,-34,-300,0,0,-200,0
r7/p3kp2/R3p1p1/N3P2p/1P6/4r1n1/8/3K4 w - - 0 42,85,1,black_winning,0.0,16598,-481,11599,1180,90,0,0,0,0,0,3034
5k2/p6p/6p1/1p2Bp2/8/4N1P1/PP1pKP1P/4b3 b - - 1 28,112,1,white_winning,1.0,-4423,561,-2246,0,-600,0,0,0,0,0,-949
r1b1kb1r/ppq2pp1/3pp2p/2p5/P1P1PP2/2N1Q3/1PP1N1PP/R4RK1 b kq - 0 12,21,0,near_equal,1.0,-721,74,-546,0,0,75,-350,0,0,100,0
3rr3/pp3p1p/3b2k1/5p1N/P2Pp3/1PP1K3/5RPP/5R2 w - - 10 37,74,1,near_equal,1.0,5879,132,744,3160,-506,0,0,0,0,0,1108
r6r/1p3k1p/p1p1qp1Q/P1R5/8/1p2P1P1/5PBP/5RK1 w - - 4 25,37,0,white_winning,1.0,-6456,527,-4244,0,-125,-162,-300,-1020,0,0,-605
r1b1kb1r/5pp1/ppn1pn1p/2p5/2P5/BPNBPN2/P4PPP/3RK2R w K - 2 12,42,0,near_equal,1.0,-930,25,-630,0,0,0,-300,0,0,0,0
rn1k3r/pp6/2bp2p1/3Nbp1p/3N3P/4P1P1/PP3PB1/R3K2R w KQ - 3 19,53,0,near_equal,1.0,-451,125,-499,-200,0,241,-93,0,0,100,0
8/5k2/8/1pp4r/3r1nNP/P1K2P2/4R3/6R1 w - - 1 41,74,1,near_equal,0.5,-304,-29,-229,0,-75,0,0,0,0,0,0
4r3/pp3p1p/2r3k1/5R1N/P1PPp1P1/1P2K3/7b/5R2 w - - 0 40,74,1,white_winning,1.0,-1899,302,90,-1045,-665,0,0,0,0,0,-279
1rb1k1nr/3pbp2/p3p1p1/1p2P3/1qPpNB1p/1P1P2P1/P3QPBP/2R2K1R w k - 0 17,10,0,white_winning,1.0,-1262,190,-762,0,0,-100,-400,0,0,0,0
rnbqkb1r/5ppp/p1p2n2/4p3/Np2P3/1B3N2/PPPP2PP/R1BQK2R b KQkq - 1 9,0,0,near_equal,0.5,64,61,61,0,0,0,3,0,0,0,0
1b1r2r1/p3kp2/1p1Nb1pp/4P3/5R2/1P2P1P1/6BP/R5K1 w - - 7 32,64,0,near_equal,1.0,-1909,-31,-253,0,0,-720,-300,-936,0,300,0
r1b2rk1/3nqppp/p1pb1n2/4p1B1/Np1PP3/1B3N2/PPP3PP/R2Q1RK1 w - - 3 13,0,0,near_equal,0.5,-667,81,-267,0,0,0,-400,0,0,0,0
r3k2r/3b3p/2p1ppp1/p1Qn4/8/3BPN1P/1P3PP1/R5K1 b k - 0 27,53,0,white_winning,1.0,-5134,423,-3949,-1089,0,-76,-20,0,0,0,0
8/7R/8/2n2rN1/7P/6k1/8/4K3 b - - 0 49,96,1,near_equal,0.5,-1154,1,-996,0,-158,0,0,0,0,0,0
2r1k2r/p2p1pp1/1p2pn2/1Nb4p/1PP5/P2BB3/3QNPbq/R3K1R1 b Qk - 0 16,5,0,near_equal,0.5,483,144,1191,-1015,263,0,244,0,0,-200,0
2r1kbnr/pp4pp/q3p3/3pPp2/Pn1P4/4BQ1P/1P2NPP1/RN3RK1 b k - 1 14,10,0,near_equal,1.0,-914,58,-589,0,0,75,-400,0,0,0,0
8/2q2pk1/4pb2/3pN2p/1Q1P2p1/P2B2PP/5PK1/8 b - - 0 43,69,1,white_winning,1.0,-6551,390,-4643,-200,0,0,0,0,0,0,-768
8/7R/1prb2r1/3N2k1/P1PPp1P1/1P2K3/8/5R2 b - - 0 46,74,1,white_winning,1.0,-7416,562,-4186,-390,-283,0,0,0,0,0,-1107
r4rk1/1p2q1p1/3n2Qp/p1p3P1/2P4P/PPp2P2/7N/R2KR3 b - - 1 25,32,0,black_winning,0.5,126,-208,936,0,-500,-207,-103,0,0,0,0
1R6/2p1k3/p5r1/P1Pbp3/6p1/4B2r/4KP2/6R1 b - - 0 42,74,1,black_winning,0.5,3343,-170,2154,0,0,0,0,0,0,0,339
8/7R/2k2r2/5P2/5KP1/8/8/8 b - - 3 63,106,1,white_winning,1.0,-6134,490,-3783,0,455,0,0,0,0,0,-1052
4k1r1/pb2np1p/q4p2/1p1pp3/3P3P/1P2P1P1/3N1PB1/2Q1K2R w K - 0 21,42,0,near_equal,0.5,740,-21,544,0,0,0,196,0,0,0,0
2r4r/pN1bkp2/4p1pb/4n2p/3RP1n1/P1PP1NP1/5P1P/1R4KB b - - 6 26,48,0,black_winning,0.0,1220,-491,-92,1237,0,75,-300,0,0,300,0
r1b1kb1r/1pq1pp1p/2pp1np1/p7/3P1P2/2P2N2/PPQNBPPP/3RR1K1 b kq - 1 12,10,0,near_equal,1.0,-1125,-14,-900,0,0,75,-400,0,0,100,0
4k2r/1p4pp/nK3p2/2r1B3/8/PP2P3/2bR1PPP/2R5 b k - 10 34,69,1,near_equal,0.5,98,-136,1143,-1045,0,0,0,0,0,0,0
8/8/6p1/k1r1p2p/p3P2P/6P1/2NK4/8 b - - 5 54,112,1,black_winning,0.0,6607,-576,4115,0,-400,0,0,0,0,0,1309
4R3/6pk/1p4rp/5R2/1P2PP2/P5PK/7P/4n3 b - - 0 42,90,1,white_winning,1.0,-10052,574,-6998,0,-173,0,0,0,0,0,-1696
r3k2r/ppq2ppp/1n1bpn2/4B3/3P4/2NB1P2/PPQ2P1P/R3K2R w KQkq - 3 14,10,0,near_equal,0.0,-124,8,376,0,0,0,-400,0,0,-100,0
2r5/1R3pk1/p6p/P4p2/1b2pP1P/2p1P1P1/R4K2/8 w - - 0 43,90,1,near_equal,0.5,-5454,51,391,-3450,-250,0,0,0,0,0,-1481
rnb1k2r/bp3ppp/p3pn2/3P4/2B5/2NQ3P/PPP1NqP1/R1BK3R b kq - 13 14,0,0,near_equal,0.0,585,-97,101,1015,0,-131,-400,0,0,0,0
r3kb1r/1bqp1ppp/pp2p3/4n3/1PPQP2P/P1N5/5PP1/R1B1KB1R b KQkq - 1 13,10,0,near_equal,1.0,-117,-26,283,0,0,0,-400,0,0,0,0
8/2Qqk2p/2Rp2p1/1p1P4/p7/P3P3/1P2KP1r/8 b - - 11 45,64,0,near_equal,0.5,-2047,55,-186,0,0,-549,-196,-2172,1056,0,0
1Q6/1pn5/k1r1q3/2p1NpP1/p7/2P3PP/1P3P2/4R1K1 w - - 10 43,53,0,white_winning,1.0,-7060,414,-3958,-1750,-40,0,15,-357,0,0,-970
r3r1kN/pp2p3/2p3pB/1nP1P3/q1bP1Q2/6PB/P4P1P/3RR1K1 b - - 0 24,16,0,white_winning,1.0,-5172,379,-7119,4265,0,-1354,-400,0,0,-300,-264
r2qk2r/1Q1nn1pp/p2pp3/2p5/4P3/2N5/PPP2PPP/2KR2NR b kq - 1 11,21,0,near_equal,0.0,-2037,143,-1892,0,0,75,-1,0,0,0,-219
4k1r1/4rpb1/n5pp/2p5/P1NP4/1N4P1/1P3P1P/2R1R1K1 w - - 0 30,64,0,white_winning,1.0,-5075,449,-2763,-1000,45,-216,-174,0,0,-200,-767
8/p7/7R/k1p1B1pp/P7/3b2P1/6K1/3r4 b - - 3 41,96,1,black_winning,0.5,4747,-271,2955,0,195,0,0,0,0,0,857
r3k2r/pp2bpp1/2p2nn1/3Q3p/1P3PbP/2B1P1P1/P2N4/1R2KBNR b Kkq - 0 17,21,0,white_winning,0.5,-763,153,-10036,10000,0,-377,-350,0,0,0,0
rnbqk1nr/1p2ppbp/p2p2p1/8/2PpP3/2N2NPP/PP3P2/R1BQKB1R w KQkq - 0 8,0,0,near_equal,0.0,-1706,-80,1089,-1637,-637,0,-400,0,0,0,-121
r2r2k1/1p1np1bp/p1n1p1p1/2qp4/8/P1N1P1QP/1PPB1PP1/R2K1B1R w - - 1 15,10,0,near_equal,0.0,858,-147,436,0,0,122,400,0,0,-100,0
rnbq1rk1/pp2bppp/4pn2/2pp4/P3PB2/3P2P1/1PP1QPBP/RN2K1NR b KQ - 2 7,0,0,near_equal,1.0,65,-30,-53,0,0,-75,193,0,0,0,0
1r2r3/3bb2k/3p2p1/2pPp2n/p7/1q2BN1p/1P5Q/1KRN1BR1 b - - 0 42,5,0,near_equal,0.0,-74,-78,803,-792,-806,521,400,0,0,-200,0
8/2k5/p1bR4/4K2P/1P2P3/5P2/P7/8 b - - 0 51,112,1,white_winning,1.0,-13405,693,-8651,0,-233,0,0,0,0,0,-2522
2r1k1nr/1p1q1ppp/3p4/1N2p3/1PPPP3/3Q4/5PPP/1R2K2R b Kk - 0 18,32,0,white_winning,1.0,-2370,177,-1692,0,0,-142,-300,0,0,0,-236
4k2r/pp2pp1p/3p4/n1rP2p1/Pb6/1p1BP1P1/q2NKPP1/2Q4R w k - 4 25,32,0,black_winning,0.0,8611,-394,8951,-1015,-200,-139,-296,0,0,0,1310
